programID,season,workID,composerLastName,composerFirstName,workTitle,OpusNumber,conductorLastName,conductorFirstName
2541,1981-82,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Mehta, Zubin
1151,1981-82,7904*4,Strauss,  Johann,FLEDERMAUS, DIE,Mehta, Zubin
5547,1981-82,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Mehta, Zubin
5551,1981-82,2214*,Rachmaninoff,  Sergei,CONCERTO, PIANO,Schermerhorn, Kenneth
5555,1981-82,52101*,Haydn,  Franz  Joseph,SYMPHONY NO.  94, G MAJOR (SURPRISE),Kubelik, Rafael
5559,1981-82,51049*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 20,Kubelik, Rafael
2518,1981-82,51049*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 20,Newland, Larry
2523,1981-82,53732*,Prokofiev,  Sergei,SYMPHONY NO. 1, OP. 25 (CLASSICAL),Kubelik, Rafael
2530,1981-82,52577*,Mendelssohn,  Felix,SYMPHONY NO. 4, A MAJOR,Kubelik, Rafael
2537,1981-82,3134*,Schuller,  Gunther,SYMPHONY, BRASS AND PERCUSSION,Newland, Larry
2542,1981-82,2037*,Britten,  Benjamin,BUILDING OF THE HOUSE, OVERTURE,Leppard, Raymond
6868,1981-82,51906*,Sibelius,  Jean,SYMPHONY NO. 7, C MAJOR,Ormandy, Eugene
6877,1981-82,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Mehta, Zubin
6880,1981-82,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Mehta, Zubin
3195,1981-82,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Mehta, Zubin
3199,1981-82,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Mehta, Zubin
3205,1981-82,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mehta, Zubin
226,1981-82,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Mehta, Zubin
3211,1981-82,711*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 25, G MINOR,Mehta, Zubin
3215,1981-82,711*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 25, G MINOR,Mehta, Zubin
3218,1981-82,3441*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Mehta, Zubin
3220,1981-82,2417*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Mehta, Zubin
3223,1981-82,50756*,Webern,  Anton  von,CONCERTO, NINE INSTRUMENTS,Leinsdorf, Erich
178,1981-82,484*,Barber,  Samuel,SYMPHONY NO. 1 IN ONE MOVEMENT, OP.9,Leinsdorf, Erich
181,1981-82,484*,Barber,  Samuel,SYMPHONY NO. 1 IN ONE MOVEMENT, OP.9,Newland, Larry
184,1981-82,2175*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Zinman, David
189,1981-82,50731*,Weber,  Carl  Maria Von,KONZERTSTUCK IN F MINOR FOR PIANO, OP.79,Tennstedt, Klaus
195,1981-82,52111*,Haydn,  Franz  Joseph,SYMPHONY NO.  97, C MAJOR,Dutoit, Charles
10070,1981-82,52111*,Haydn,  Franz  Joseph,SYMPHONY NO.  97, C MAJOR,Dutoit, Charles
4550,1981-82,50452*,Vivaldi,  Antonio,CONCERTO, BASSOON,Kubelik, Rafael
4556,1981-82,8863*1,Mozart,  Wolfgang  Amadeus,CLEMENZA DI TITO, LA,Kubelik, Rafael
4560,1981-82,596*,Bernstein,  Leonard,HALIL, NOCTURNE,Bernstein, Leonard
1567,1981-82,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Newland, Larry
1493,1981-82,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Bernstein, Leonard
1499,1981-82,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Mehta, Zubin
1504,1981-82,2964*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
1510,1981-82,1851*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
1515,1981-82,2263*,Bach,  Johann  Sebastian,CON., VIOLIN,Mehta, Zubin
5964,1981-82,50025*,Tchaikovsky,  Pyotr  Ilyich,ROMEO AND JULIET, FANTASY-OVERTURE,Mehta, Zubin
5972,1981-82,50025*,Tchaikovsky,  Pyotr  Ilyich,ROMEO AND JULIET, FANTASY-OVERTURE,Mehta, Zubin
1520,1981-82,996*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
5891,1981-82,996*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
5898,1981-82,2175*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
5904,1981-82,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mehta, Zubin
5911,1981-82,2175*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Mehta, Zubin
5916,1981-82,52449*,Beethoven,  Ludwig  van,SYMPHONY NO. 6 IN F MAJOR, OP.68 (PASTORAL),Mehta, Zubin
5926,1981-82,484*,Barber,  Samuel,SYMPHONY NO. 1 IN ONE MOVEMENT, OP.9,Leinsdorf, Erich
2032,1981-82,2302*,Mozart,  Wolfgang  Amadeus,SERENADE NO. 10, B-FLAT MAJOR,Lanchbery, John
6374,1981-82,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Leinsdorf, Erich
2854,1981-82,50025*,Tchaikovsky,  Pyotr  Ilyich,ROMEO AND JULIET, FANTASY-OVERTURE,Mehta, Zubin
6385,1981-82,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Leinsdorf, Erich
6396,1981-82,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Leinsdorf, Erich
319,1981-82,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Nelson, John
325,1981-82,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Nelson, John
4685,1981-82,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Conlon, James
4690,1981-82,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Mehta, Zubin
4694,1981-82,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
6464,1981-82,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
6468,1981-82,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
6473,1981-82,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
6482,1981-82,3156*,Castro,  Juan  José,LLANTO DE LAS SIERRAS, EL,Mehta, Zubin
3429,1982-83,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
3439,1982-83,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
3445,1982-83,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
3449,1982-83,2443*,Bartok [Bartók],  Béla,MIRACULOUS MANDARIN, SUITE,Mehta, Zubin
6510,1982-83,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Mehta, Zubin
6513,1982-83,1142*,Vivaldi,  Antonio,CONCERTO, VIOLINS (2),Mehta, Zubin
6526,1982-83,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Mehta, Zubin
13525,1982-83,53147*,Shostakovich,  Dmitri,CONCERTO, VIOLIN,Shostakovich, Maxim
3489,1982-83,53147*,Shostakovich,  Dmitri,CONCERTO, VIOLIN,Shostakovich, Maxim
3494,1982-83,53997*,Schoenberg,  Arnold,PELLEAS UND MELISANDE, OP. 5,Mehta, Zubin
500,1982-83,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Newland, Larry
428,1982-83,50733*,Ives,  Charles,UNANSWERED QUESTION, THE,Nelson, John
430,1982-83,50606*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 17,Kubelik, Rafael
434,1982-83,51027*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 12,Kubelik, Rafael
4815,1982-83,52775*,Schubert,  Franz,SYMPHONY NO. 4, C MINOR,Lopez-Cobos, Jesus
4817,1982-83,50152*36,Bach,  Johann  Sebastian,MASS IN B MINOR, BWV 232,Leinsdorf, Erich
4826,1982-83,743*,Bach,  Johann  Sebastian,CON., VIOLINS,Mehta, Zubin
1129,1982-83,743*,Bach,  Johann  Sebastian,CON., VIOLINS,Mehta, Zubin
1132,1982-83,51239*,Lutoslawski,  Witold,CONCERTO, ORCHESTRA,Mehta, Zubin
1140,1982-83,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Mehta, Zubin
5512,1982-83,5573*,Beethoven,  Ludwig  van,FANTASIA FOR PIANO, CHORUS AND ORCH.,Mehta, Zubin
5521,1982-83,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Mehta, Zubin
5524,1982-83,50620*,Wagner,  Richard,SIEGFRIED IDYLL, WWV 103,Mehta, Zubin
10075,1982-83,50620*,Wagner,  Richard,SIEGFRIED IDYLL, WWV 103,Mehta, Zubin
5531,1982-83,1149*,Kotzwara,  Franz,BATTLE OF PRAGUE, THE: TURKISH QUICKSTEP,Mehta, Zubin
5534,1982-83,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Dohnanyi, Christoph von
13526,1982-83,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Dohnanyi, Christoph von
2503,1982-83,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Dohnanyi, Christoph von
2505,1982-83,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Dohnanyi, Christoph von
2508,1982-83,52410*1,Beethoven,  Ludwig  van,CREATURES OF PROMETHEUS, OP. 43,Kubelik, Rafael
2511,1982-83,52410*1,Beethoven,  Ludwig  van,CREATURES OF PROMETHEUS, OP. 43,Newland, Larry
2521,1982-83,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Mehta, Zubin
6850,1982-83,50389*1,Verdi,  Giuseppe,VESPRI SICILIANI, I,Mehta, Zubin
6858,1982-83,51840*,Schoenberg,  Arnold,FIVE PIECES FOR ORCHESTRA, OP. 16 (1949),Mehta, Zubin
6861,1982-83,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Mehta, Zubin
6863,1982-83,3413*,Mozart,  Wolfgang  Amadeus,SINFONIA CONCERTANTE, VLN/VLA,Mehta, Zubin
3883,1982-83,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Mehta, Zubin
6867,1982-83,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Mehta, Zubin
6878,1982-83,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Mehta, Zubin
6887,1982-83,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Mehta, Zubin
3834,1982-83,853*,Vivaldi,  Antonio,CONCERTO, VIOLINS (4),Mehta, Zubin
3838,1982-83,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
13788,1982-83,1168*,Bach,  Johann  Sebastian,CONCERTO IN THE ITALAN STYLE, BWV 971,Newland, Larry
3850,1982-83,3110*,Birtwistle,  Harrison,TRIUMPH OF TIME, THE,Davis, Andrew
4351,1982-83,2405*,Wuorinen,  Charles,RELIQUARY FOR IGOR STRAVINSKY, A,Schuller, Gunther
13227,1982-83,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Mehta, Zubin
13,1982-83,853*,Vivaldi,  Antonio,CONCERTO, VIOLINS (4),Mehta, Zubin
13228,1982-83,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Mehta, Zubin
4370,1982-83,853*,Vivaldi,  Antonio,CONCERTO, VIOLINS (4),Mehta, Zubin
4375,1982-83,853*,Vivaldi,  Antonio,CONCERTO, VIOLINS (4),Mehta, Zubin
8,1982-83,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Mehta, Zubin
2628,1982-83,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
2647,1982-83,3453*1,Rossini,  Gioachino,GAZZA LADRA, LA,Skrowaczewski, Stanislaw
2655,1982-83,3453*1,Rossini,  Gioachino,GAZZA LADRA, LA,Skrowaczewski, Stanislaw
5,1983-84,2417*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Kubelik, Rafael
12,1983-84,3548*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Kubelik, Rafael
20,1983-84,2068*,Beethoven,  Ludwig  van,CONCERTO, VIOLIN,Kubelik, Rafael
4366,1983-84,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Kubelik, Rafael
4376,1983-84,52502*,Mendelssohn,  Felix,CONCERTO, VIOLIN,Mehta, Zubin
4380,1983-84,1867*2,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Mehta, Zubin
4402,1983-84,853*,Vivaldi,  Antonio,CONCERTO, VIOLINS (4),Mehta, Zubin
4410,1983-84,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
1380,1983-84,2451*1,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
1314,1983-84,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
1317,1983-84,50756*,Webern,  Anton  von,CONCERTO, NINE INSTRUMENTS,Mehta, Zubin
1322,1983-84,51055*,Mozart,  Wolfgang  Amadeus,CONCERTO, PIANO NO. 21,Tennstedt, Klaus
5724,1983-84,2621*,Schubert,  Franz,GERMAN DANCES, D.820 (ORCH) (ARR. Webern),Foss, Lukas
6427,1983-84,52135*,Haydn,  Franz  Joseph,SYMPHONY NO. 104, D MAJOR (LONDON),Mehta, Zubin
6433,1983-84,52135*,Haydn,  Franz  Joseph,SYMPHONY NO. 104, D MAJOR (LONDON),Mehta, Zubin
6439,1983-84,50750*,Webern,  Anton  von,DAS AUGENLICHT, OP.26,Mehta, Zubin
6442,1983-84,3888*,Haydn,  Franz  Joseph,CREATION, THE,Mehta, Zubin
6445,1983-84,51965*,Strauss,  Richard,TILL EULENSPIEGELS LUSTIGE STREICHE, OP. 28,Mehta, Zubin
3408,1983-84,53378*,Stamitz,  Carl,CONCERTO, VIOLA,Mehta, Zubin
3415,1983-84,53378*,Stamitz,  Carl,CONCERTO, VIOLA,Schuller, Gunther
3418,1983-84,52410*1,Beethoven,  Ludwig  van,CREATURES OF PROMETHEUS, OP. 43,Bychkov, Semyon
3423,1983-84,52410*1,Beethoven,  Ludwig  van,CREATURES OF PROMETHEUS, OP. 43,Bychkov, Semyon
418,1983-84,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Newland, Larry
4800,1983-84,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Newland, Larry
352,1983-84,54106*,Tchaikovsky,  Pyotr  Ilyich,CONCERTO, PIANO,Neumann, Vaclav
356,1983-84,51908*,Haydn,  Franz  Joseph,SYMPHONY NO.  44, E MINOR (TRAUERSINFONIE),Davis, Andrew
360,1983-84,51812*,Brahms,  Johannes,REQUIEM, DEUTSCHES,Shaw, Robert
363,1983-84,51812*,Brahms,  Johannes,REQUIEM, DEUTSCHES,Shaw, Robert
369,1983-84,3685*,Brahms,  Johannes,CONCERTO, VIOLIN,Zinman, David
13527,1983-84,3685*,Brahms,  Johannes,CONCERTO, VIOLIN,Zinman, David
4734,1983-84,3685*,Brahms,  Johannes,CONCERTO, VIOLIN,Zinman, David
4739,1983-84,51979*,Britten,  Benjamin,SERENADE, TENOR,Herbig, Gunther
11781,1983-84,50981*,Mozart,  Wolfgang  Amadeus,CONCERTO, OBOE,Shallon, David
4749,1983-84,51876*,Shostakovich,  Dmitri,CONCERTO, CELLO,Leinsdorf, Erich
13528,1983-84,51876*,Shostakovich,  Dmitri,CONCERTO, CELLO,Leinsdorf, Erich
4757,1983-84,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Leinsdorf, Erich
4760,1983-84,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Leinsdorf, Erich
862,1983-84,3014*,Henze,  Hans  Werner,TRISTAN, PRELUDES,Henze, Hans Werner
5234,1983-84,2256*,Rouse,  Christopher,INFERNAL MACHINE, THE [SEE ALSO PHANTASMATA],Slatkin, Leonard
5238,1983-84,3773*,Jolas,  Betsy,QUATRE PLAGES, STRING ORCHESTRA,Amy, Gilbert
5242,1983-84,3345*,Crumb,  George,HAUNTED LANDSCAPE, A,Weisberg, Arthur
6564,1983-84,52618*,Barber,  Samuel,ESSAY NO. 2, OP.17,DePreist, James
3535,1983-84,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Skrowaczewski, Stanislaw
3542,1983-84,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Skrowaczewski, Stanislaw
3037,1983-84,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
3548,1983-84,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Mehta, Zubin
5290,1983-84,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
13231,1983-84,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
5297,1983-84,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
5304,1983-84,2701*,Anthem,,KOREA, REPUBLIC OF,Mehta, Zubin
5309,1983-84,2701*,Anthem,,KOREA, REPUBLIC OF,Mehta, Zubin
5314,1983-84,4058*,Anthem,,TAIWAN, REPUBLIC OF CHINA,Mehta, Zubin
5318,1983-84,4058*,Anthem,,TAIWAN, REPUBLIC OF CHINA,Mehta, Zubin
5322,1983-84,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
2266,1984-85,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Mehta, Zubin
2276,1984-85,743*,Bach,  Johann  Sebastian,CON., VIOLINS,Mehta, Zubin
2278,1984-85,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Mehta, Zubin
2287,1984-85,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
2307,1984-85,743*,Bach,  Johann  Sebastian,CON., VIOLINS,Mehta, Zubin
2312,1984-85,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
2317,1984-85,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
896,1984-85,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mehta, Zubin
900,1984-85,1860*,Kay,  Ulysses  Simpson,CHARIOTS, ORCHESTRAL RHAPSODY,Mehta, Zubin
5278,1984-85,1092*1,Susato,  Tylman,DANSEREYE (DANCE COLLECTION), ARR. FOR BRASS (ARR. Iveson),Mehta, Zubin
5281,1984-85,51655*,Bartok [Bartók],  Béla,TANCSVIT (DANCE SUITE), BB 66A,Chung, Myung Whun
5289,1984-85,2421*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 28, C MAJOR,Chung, Myung Whun
2264,1984-85,6304*,Knussen,  Oliver,SYMPHONY NO. 3, OP. 18,Davis, Andrew
2275,1984-85,1767*,Mozart,  Wolfgang  Amadeus,GERMAN DANCES (3), K.605,Mehta, Zubin
2279,1984-85,1767*,Mozart,  Wolfgang  Amadeus,GERMAN DANCES (3), K.605,Mehta, Zubin
2282,1984-85,1389*,Brahms,  Johannes,CONCERTO, PIANO,Mehta, Zubin
2286,1984-85,1767*,Mozart,  Wolfgang  Amadeus,GERMAN DANCES (3), K.605,Mehta, Zubin
6625,1984-85,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Mehta, Zubin
3668,1984-85,9001*12,Wagner,  Richard,WALKURE, DIE,Mehta, Zubin
6630,1984-85,52780*,Schubert,  Franz,SYMPHONY NO. 6, C MAJOR,Mehta, Zubin
6638,1984-85,948*2,Bach,  Johann  Sebastian,CHRISTMAS ORATORIO, CANTATAS 1 - 3,Mehta, Zubin
6643,1984-85,7904*4,Strauss,  Johann,FLEDERMAUS, DIE,Mehta, Zubin
2980,1984-85,6402*,Gubaidulina,  Sofia,CONCERTO, VIOLIN (OFFERTORIUM),Mehta, Zubin
2982,1984-85,50772*,Webern,  Anton  von,SYMPHONY, OP. 21,Mehta, Zubin
2986,1984-85,51948*,Strauss,  Richard,DON QUIXOTE, OP. 35,Tennstedt, Klaus
7354,1984-85,51948*,Strauss,  Richard,DON QUIXOTE, OP. 35,Tennstedt, Klaus
2992,1984-85,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Tennstedt, Klaus
2997,1984-85,9001*1,Wagner,  Richard,WALKURE, DIE,Mehta, Zubin
7315,1984-85,51492*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 01, E-FLAT MAJOR,Mehta, Zubin
7318,1984-85,51492*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 01, E-FLAT MAJOR,Mehta, Zubin
7320,1984-85,719*,Bartok [Bartók],  Béla,DIVERTIMENTO, STRING ORCHESTRA,Belohlavek, Jiri
7323,1984-85,719*,Bartok [Bartók],  Béla,DIVERTIMENTO, STRING ORCHESTRA,Belohlavek, Jiri
1283,1984-85,2344*1,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 1, F MAJOR,Fletcher, Richard
1239,1984-85,969*,Bach,  Carl  Philipp Emanuel,CONCERTO, FLUTE,Mehta, Zubin
1253,1984-85,53852*,Handel,  George  Frideric,CONCERTO A DUE CORI NO. 2, F MAJOR,Leppard, Raymond
1258,1984-85,2207*,Sibelius,  Jean,SCENE WITH CRANES, OP. 44,Mehta, Zubin
1264,1984-85,2207*,Sibelius,  Jean,SCENE WITH CRANES, OP. 44,Mehta, Zubin
5624,1984-85,51817*,Haydn,  Franz  Joseph,SYMPHONY NO.  22, E FLAT MAJOR (PHILOSOPHER),Mehta, Zubin
5628,1984-85,53731*,Prokofiev,  Sergei,ALEXANDER NEVSKY CANTATA, OP. 78,Mehta, Zubin
36,1984-85,7904*4,Strauss,  Johann,FLEDERMAUS, DIE,Mehta, Zubin
5631,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
5636,1984-85,51817*,Haydn,  Franz  Joseph,SYMPHONY NO.  22, E FLAT MAJOR (PHILOSOPHER),Mehta, Zubin
5639,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
5645,1984-85,2904*,Prokofiev,  Sergei,CONCERTO, VIOLIN,Mehta, Zubin
5650,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
13235,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
13234,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4828,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
446,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
13232,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4832,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
13233,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4838,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
4845,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
4849,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
442,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4854,1984-85,2904*,Prokofiev,  Sergei,CONCERTO, VIOLIN,Mehta, Zubin
4859,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
4863,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
4866,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4869,1984-85,3345*,Crumb,  George,HAUNTED LANDSCAPE, A,Mehta, Zubin
4879,1984-85,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Mehta, Zubin
4888,1984-85,51370*,Berlioz,  Hector,SYMPHONIE FANTASTIQUE, OP.14,Mehta, Zubin
4892,1984-85,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Mehta, Zubin
4445,1984-85,52065*3,Haydn,  Franz  Joseph,SYMPHONY NO.  85, B FLAT MAJOR (LA REINE),Slatkin, Leonard
1803,1985-86,1077*,Korngold,  Erich,CONCERTO, LEFT-HAND PIANO,Mehta, Zubin
6244,1985-86,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Mehta, Zubin
3217,1985-86,50949*3,Lalo,  Edouard,CONCERTO, CELLO,Mehta, Zubin
6206,1985-86,50620*,Wagner,  Richard,SIEGFRIED IDYLL, WWV 103,Sinopoli, Giuseppe
6211,1985-86,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Sinopoli, Giuseppe
6213,1985-86,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Sinopoli, Giuseppe
6218,1985-86,51944*,Strauss,  Richard,DON JUAN, OP. 20,Chailly, Riccardo
